,,mean of games,median of games,std of games,mean of games_starts,median of games_starts,std of games_starts,mean of minutes,median of minutes,std of minutes,mean of minutes_90s,median of minutes_90s,std of minutes_90s,mean of goals,median of goals,std of goals,mean of assists,median of assists,std of assists,mean of goals_assists,median of goals_assists,std of goals_assists,mean of goals_pens,median of goals_pens,std of goals_pens,mean of pens_made,median of pens_made,std of pens_made,mean of pens_att,median of pens_att,std of pens_att,mean of cards_yellow,median of cards_yellow,std of cards_yellow,mean of cards_red,median of cards_red,std of cards_red,mean of xg,median of xg,std of xg,mean of npxg,median of npxg,std of npxg,mean of xg_assist,median of xg_assist,std of xg_assist,mean of npxg_xg_assist,median of npxg_xg_assist,std of npxg_xg_assist,mean of progressive_carries,median of progressive_carries,std of progressive_carries,mean of progressive_passes,median of progressive_passes,std of progressive_passes,mean of progressive_passes_received,median of progressive_passes_received,std of progressive_passes_received,mean of goals_per90,median of goals_per90,std of goals_per90,mean of assists_per90,median of assists_per90,std of assists_per90,mean of goals_assists_per90,median of goals_assists_per90,std of goals_assists_per90,mean of goals_pens_per90,median of goals_pens_per90,std of goals_pens_per90,mean of goals_assists_pens_per90,median of goals_assists_pens_per90,std of goals_assists_pens_per90,mean of xg_per90,median of xg_per90,std of xg_per90,mean of xg_assist_per90,median of xg_assist_per90,std of xg_assist_per90,mean of xg_xg_assist_per90,median of xg_xg_assist_per90,std of xg_xg_assist_per90,mean of npxg_per90,median of npxg_per90,std of npxg_per90,mean of npxg_xg_assist_per90,median of npxg_xg_assist_per90,std of npxg_xg_assist_per90,mean of gk_games,median of gk_games,std of gk_games,mean of gk_games_starts,median of gk_games_starts,std of gk_games_starts,mean of gk_minutes,median of gk_minutes,std of gk_minutes,mean of gk_goals_against,median of gk_goals_against,std of gk_goals_against,mean of gk_goals_against_per90,median of gk_goals_against_per90,std of gk_goals_against_per90,mean of gk_shots_on_target_against,median of gk_shots_on_target_against,std of gk_shots_on_target_against,mean of gk_saves,median of gk_saves,std of gk_saves,mean of gk_save_pct,median of gk_save_pct,std of gk_save_pct,mean of gk_wins,median of gk_wins,std of gk_wins,mean of gk_ties,median of gk_ties,std of gk_ties,mean of gk_losses,median of gk_losses,std of gk_losses,mean of gk_clean_sheets,median of gk_clean_sheets,std of gk_clean_sheets,mean of gk_clean_sheets_pct,median of gk_clean_sheets_pct,std of gk_clean_sheets_pct,mean of gk_pens_att,median of gk_pens_att,std of gk_pens_att,mean of gk_pens_allowed,median of gk_pens_allowed,std of gk_pens_allowed,mean of gk_pens_saved,median of gk_pens_saved,std of gk_pens_saved,mean of gk_pens_missed,median of gk_pens_missed,std of gk_pens_missed,mean of gk_pens_save_pct,median of gk_pens_save_pct,std of gk_pens_save_pct,mean of shots,median of shots,std of shots,mean of shots_on_target,median of shots_on_target,std of shots_on_target,mean of shots_on_target_pct,median of shots_on_target_pct,std of shots_on_target_pct,mean of shots_per90,median of shots_per90,std of shots_per90,mean of shots_on_target_per90,median of shots_on_target_per90,std of shots_on_target_per90,mean of goals_per_shot,median of goals_per_shot,std of goals_per_shot,mean of goals_per_shot_on_target,median of goals_per_shot_on_target,std of goals_per_shot_on_target,mean of average_shot_distance,median of average_shot_distance,std of average_shot_distance,mean of shots_free_kicks,median of shots_free_kicks,std of shots_free_kicks,mean of npxg_per_shot,median of npxg_per_shot,std of npxg_per_shot,mean of xg_net,median of xg_net,std of xg_net,mean of npxg_net,median of npxg_net,std of npxg_net,mean of passes_completed,median of passes_completed,std of passes_completed,mean of passes,median of passes,std of passes,mean of passes_pct,median of passes_pct,std of passes_pct,mean of passes_total_distance,median of passes_total_distance,std of passes_total_distance,mean of passes_progressive_distance,median of passes_progressive_distance,std of passes_progressive_distance,mean of passes_completed_short,median of passes_completed_short,std of passes_completed_short,mean of passes_short,median of passes_short,std of passes_short,mean of passes_pct_short,median of passes_pct_short,std of passes_pct_short,mean of passes_completed_medium,median of passes_completed_medium,std of passes_completed_medium,mean of passes_medium,median of passes_medium,std of passes_medium,mean of passes_pct_medium,median of passes_pct_medium,std of passes_pct_medium,mean of passes_completed_long,median of passes_completed_long,std of passes_completed_long,mean of passes_long,median of passes_long,std of passes_long,mean of passes_pct_long,median of passes_pct_long,std of passes_pct_long,mean of pass_xa,median of pass_xa,std of pass_xa,mean of xg_assist_net,median of xg_assist_net,std of xg_assist_net,mean of assisted_shots,median of assisted_shots,std of assisted_shots,mean of passes_into_final_third,median of passes_into_final_third,std of passes_into_final_third,mean of passes_into_penalty_area,median of passes_into_penalty_area,std of passes_into_penalty_area,mean of crosses_into_penalty_area,median of crosses_into_penalty_area,std of crosses_into_penalty_area,mean of passes_live,median of passes_live,std of passes_live,mean of passes_dead,median of passes_dead,std of passes_dead,mean of passes_free_kicks,median of passes_free_kicks,std of passes_free_kicks,mean of through_balls,median of through_balls,std of through_balls,mean of passes_switches,median of passes_switches,std of passes_switches,mean of crosses,median of crosses,std of crosses,mean of throw_ins,median of throw_ins,std of throw_ins,mean of corner_kicks,median of corner_kicks,std of corner_kicks,mean of corner_kicks_in,median of corner_kicks_in,std of corner_kicks_in,mean of corner_kicks_out,median of corner_kicks_out,std of corner_kicks_out,mean of corner_kicks_straight,median of corner_kicks_straight,std of corner_kicks_straight,mean of passes_offsides,median of passes_offsides,std of passes_offsides,mean of passes_blocked,median of passes_blocked,std of passes_blocked,mean of sca,median of sca,std of sca,mean of sca_per90,median of sca_per90,std of sca_per90,mean of sca_passes_live,median of sca_passes_live,std of sca_passes_live,mean of sca_passes_dead,median of sca_passes_dead,std of sca_passes_dead,mean of sca_take_ons,median of sca_take_ons,std of sca_take_ons,mean of sca_shots,median of sca_shots,std of sca_shots,mean of sca_fouled,median of sca_fouled,std of sca_fouled,mean of sca_defense,median of sca_defense,std of sca_defense,mean of gca,median of gca,std of gca,mean of gca_per90,median of gca_per90,std of gca_per90,mean of gca_passes_live,median of gca_passes_live,std of gca_passes_live,mean of gca_passes_dead,median of gca_passes_dead,std of gca_passes_dead,mean of gca_take_ons,median of gca_take_ons,std of gca_take_ons,mean of gca_shots,median of gca_shots,std of gca_shots,mean of gca_fouled,median of gca_fouled,std of gca_fouled,mean of gca_defense,median of gca_defense,std of gca_defense,mean of tackles,median of tackles,std of tackles,mean of tackles_won,median of tackles_won,std of tackles_won,mean of tackles_def_3rd,median of tackles_def_3rd,std of tackles_def_3rd,mean of tackles_mid_3rd,median of tackles_mid_3rd,std of tackles_mid_3rd,mean of tackles_att_3rd,median of tackles_att_3rd,std of tackles_att_3rd,mean of challenge_tackles,median of challenge_tackles,std of challenge_tackles,mean of challenges,median of challenges,std of challenges,mean of challenge_tackles_pct,median of challenge_tackles_pct,std of challenge_tackles_pct,mean of challenges_lost,median of challenges_lost,std of challenges_lost,mean of blocks,median of blocks,std of blocks,mean of blocked_shots,median of blocked_shots,std of blocked_shots,mean of blocked_passes,median of blocked_passes,std of blocked_passes,mean of interceptions,median of interceptions,std of interceptions,mean of tackles_interceptions,median of tackles_interceptions,std of tackles_interceptions,mean of clearances,median of clearances,std of clearances,mean of errors,median of errors,std of errors,mean of touches,median of touches,std of touches,mean of touches_def_pen_area,median of touches_def_pen_area,std of touches_def_pen_area,mean of touches_def_3rd,median of touches_def_3rd,std of touches_def_3rd,mean of touches_mid_3rd,median of touches_mid_3rd,std of touches_mid_3rd,mean of touches_att_3rd,median of touches_att_3rd,std of touches_att_3rd,mean of touches_att_pen_area,median of touches_att_pen_area,std of touches_att_pen_area,mean of touches_live_ball,median of touches_live_ball,std of touches_live_ball,mean of take_ons,median of take_ons,std of take_ons,mean of take_ons_won,median of take_ons_won,std of take_ons_won,mean of take_ons_won_pct,median of take_ons_won_pct,std of take_ons_won_pct,mean of take_ons_tackled,median of take_ons_tackled,std of take_ons_tackled,mean of take_ons_tackled_pct,median of take_ons_tackled_pct,std of take_ons_tackled_pct,mean of carries,median of carries,std of carries,mean of carries_distance,median of carries_distance,std of carries_distance,mean of carries_progressive_distance,median of carries_progressive_distance,std of carries_progressive_distance,mean of carries_into_final_third,median of carries_into_final_third,std of carries_into_final_third,mean of carries_into_penalty_area,median of carries_into_penalty_area,std of carries_into_penalty_area,mean of miscontrols,median of miscontrols,std of miscontrols,mean of dispossessed,median of dispossessed,std of dispossessed,mean of passes_received,median of passes_received,std of passes_received,mean of minutes_per_game,median of minutes_per_game,std of minutes_per_game,mean of minutes_pct,median of minutes_pct,std of minutes_pct,mean of minutes_per_start,median of minutes_per_start,std of minutes_per_start,mean of games_complete,median of games_complete,std of games_complete,mean of games_subs,median of games_subs,std of games_subs,mean of minutes_per_sub,median of minutes_per_sub,std of minutes_per_sub,mean of unused_subs,median of unused_subs,std of unused_subs,mean of points_per_game,median of points_per_game,std of points_per_game,mean of on_goals_for,median of on_goals_for,std of on_goals_for,mean of on_goals_against,median of on_goals_against,std of on_goals_against,mean of plus_minus,median of plus_minus,std of plus_minus,mean of plus_minus_per90,median of plus_minus_per90,std of plus_minus_per90,mean of plus_minus_wowy,median of plus_minus_wowy,std of plus_minus_wowy,mean of on_xg_for,median of on_xg_for,std of on_xg_for,mean of on_xg_against,median of on_xg_against,std of on_xg_against,mean of xg_plus_minus,median of xg_plus_minus,std of xg_plus_minus,mean of xg_plus_minus_per90,median of xg_plus_minus_per90,std of xg_plus_minus_per90,mean of xg_plus_minus_wowy,median of xg_plus_minus_wowy,std of xg_plus_minus_wowy,mean of cards_yellow_red,median of cards_yellow_red,std of cards_yellow_red,mean of fouls,median of fouls,std of fouls,mean of fouled,median of fouled,std of fouled,mean of offsides,median of offsides,std of offsides,mean of pens_won,median of pens_won,std of pens_won,mean of pens_conceded,median of pens_conceded,std of pens_conceded,mean of own_goals,median of own_goals,std of own_goals,mean of ball_recoveries,median of ball_recoveries,std of ball_recoveries,mean of aerials_won,median of aerials_won,std of aerials_won,mean of aerials_lost,median of aerials_lost,std of aerials_lost,mean of aerials_won_pct,median of aerials_won_pct,std of aerials_won_pct
0,all,22.694214876033058,23.0,10.097535068828678,17.00413223140496,16.0,11.176272805982974,1523.7293388429753,1423.0,949.2255864296014,16.929338842975206,15.8,10.546197406087213,2.384297520661157,1.0,3.7312951303130637,1.7107438016528926,1.0,2.422136262652924,4.095041322314049,2.0,5.480926374611531,2.206611570247934,1.0,3.3313371980044706,0.17768595041322313,0.0,0.7478882228881804,0.20041322314049587,0.0,0.8449655445019025,3.322314049586777,3.0,2.8458026973565733,0.11570247933884298,0.0,0.3386917622685317,2.386570247933884,1.1,3.4999476698011103,2.227479338842975,1.1,3.0792106576794165,1.7285123966942149,1.0,2.14540953772399,3.958677685950413,2.3,4.692501833574189,28.642561983471076,17.0,32.101374910152856,59.53512396694215,45.0,57.53009278824693,57.888429752066116,30.0,70.53880555601901,0.13690082644628102,0.07,0.19125807518018953,0.09900826446280991,0.05,0.1370311236811495,0.23582644628099173,0.15,0.2623210504619678,0.12913223140495866,0.07,0.18099607055452296,0.22797520661157025,0.15,0.2511667636988238,0.1462603305785124,0.08,0.17600908127366557,0.10328512396694216,0.07,0.10574291149964923,0.24966942148760332,0.17,0.23738218960357502,0.13900826446280992,0.08,0.1644595705482712,0.24260330578512396,0.17,0.22577469861462848,20.36842105263158,20.0,12.46768676605243,20.0,20.0,12.760960201456546,1799.5,1796.0,1122.0227446329616,32.76315789473684,28.0,22.21122785123055,1.7713157894736842,1.65,0.7094147738309655,96.02631578947368,80.0,65.40420348719961,64.34210526315789,56.0,44.84785761226474,66.25263157894737,67.7,9.089749485347284,7.842105263157895,6.0,6.575578084610844,4.315789473684211,4.0,3.0444536555746464,7.842105263157895,6.0,6.450321557833066,4.131578947368421,3.0,3.833172745441939,19.61578947368421,20.0,14.544587097969318,2.8157894736842106,2.0,2.604199676614424,2.526315789473684,2.0,2.5312451908233786,0.21052631578947367,0.0,0.46779970617450467,0.07894736842105263,0.0,0.2696565991042,9.720689655172412,0.0,21.55535583194156,20.795454545454547,12.0,22.895502373296374,7.119834710743802,4.0,9.025795171899047,31.50371229698376,32.5,18.555162261313615,1.2881198347107439,1.03,1.0999998018872725,0.44272727272727275,0.28,0.4707353136712712,0.09447795823665893,0.08,0.11150372254149538,0.29536269430051815,0.27,0.25800851103966815,16.505336426914152,16.3,4.765984881824268,0.5557851239669421,0.0,1.7624960006125967,0.10129930394431555,0.09,0.07058378361887624,-0.0022727272727272774,-0.1,1.3607146730625062,-0.02086776859504133,-0.1,1.3457149897933534,640.2561983471074,496.0,551.3814960597769,792.555785123967,635.0,635.4226411125379,78.23347107438016,78.7,8.350649226083993,10893.214876033058,7675.0,9801.754458787325,3861.935950413223,2405.0,4174.415633626016,307.15909090909093,246.0,264.6404654049567,343.4669421487603,280.0,284.20459714686154,88.09421487603305,88.7,6.889995112338118,261.85537190082647,181.0,255.4223365170005,301.81611570247935,216.0,275.7916577792278,82.90020661157024,84.6,10.314830250557083,54.739669421487605,32.0,64.01593290741314,105.38842975206612,61.0,133.00889312844208,54.45845511482254,53.2,15.208483187685575,1.5398760330578511,0.9,1.8677893817866194,-0.017768595041322322,-0.1,1.1338765420306778,15.836776859504132,9.0,18.368367154578955,47.59297520661157,30.0,50.444569368282366,13.632231404958677,8.0,16.021714164623525,2.865702479338843,1.0,4.4000071988007,719.2272727272727,573.0,585.6029509110268,70.39462809917356,38.0,87.69810662167673,19.15702479338843,8.0,27.58862751221325,2.6508264462809916,1.0,4.4317574982841865,4.105371900826446,2.0,5.956735550232928,26.605371900826448,10.0,42.50084165508508,27.524793388429753,5.0,55.13946821955961,8.324380165289256,0.0,23.141233293297336,4.068181818181818,0.0,11.817722893187387,2.4442148760330578,0.0,8.878134273890728,0.20454545454545456,0.0,0.936793811160225,2.9338842975206614,2.0,3.1181567377472206,14.698347107438016,12.0,13.244518488613275,37.142561983471076,25.0,37.41920119710774,2.208202479338843,2.07,1.4532338803744678,27.206611570247933,19.0,26.787553343640372,3.12603305785124,0.0,7.69314817818227,2.1322314049586777,1.0,3.386756289036425,2.3987603305785123,1.0,2.9373764282777146,1.5599173553719008,1.0,2.2696626595622504,0.71900826446281,0.0,1.1132050407456913,4.150826446280992,3.0,4.875302421096751,0.24766528925619835,0.19,0.2669999449688072,2.9111570247933884,2.0,3.454300156382554,0.2665289256198347,0.0,0.8062485423076595,0.3037190082644628,0.0,0.7418333690862966,0.3285123966942149,0.0,0.7226651330141929,0.2644628099173554,0.0,0.6398423752345755,0.07644628099173553,0.0,0.2808321739476898,27.324380165289256,22.0,23.938888807609214,16.047520661157026,13.0,14.291526922857585,13.28099173553719,9.0,13.21154837960746,10.21694214876033,8.0,9.619004634247663,3.8264462809917354,2.0,4.019945491079015,12.702479338842975,10.0,12.16698189356479,25.85123966942149,21.0,22.908968671039247,47.50279569892473,48.1,20.386392592529845,13.148760330578513,10.0,12.266268439848622,18.84504132231405,16.0,15.383216282042929,6.074380165289257,3.0,7.983883859081936,12.770661157024794,11.0,10.818138215002822,12.863636363636363,9.0,12.753787316287303,40.18801652892562,30.0,35.0088504304631,31.96900826446281,19.0,36.23775185282662,0.6694214876033058,0.0,1.101377272658359,966.400826446281,819.0,716.9399248661533,108.88223140495867,38.0,202.17325586426205,319.74380165289256,181.0,349.2090183466606,413.12603305785126,316.0,370.65809609168525,242.44834710743802,172.0,238.8326193367468,39.86776859504132,23.0,47.20606176034661,966.2004132231405,819.0,716.8469319765042,28.34090909090909,17.0,32.7311471822753,12.960743801652892,8.0,15.405822537008545,47.362192393736024,46.3,19.22304213979667,12.340909090909092,7.0,14.74779364363944,41.613870246085014,42.9,19.003498677314386,552.5826446280992,463.0,436.1411025708121,2913.8925619834713,2338.0,2280.820964824078,1499.9028925619834,1160.0,1260.108009305393,20.295454545454547,14.0,19.966643154095163,9.037190082644628,3.0,15.927867528492033,21.613636363636363,15.0,20.912289775066807,14.37190082644628,9.0,16.00975024784675,631.9504132231405,520.0,508.97869869275445,62.84504132231405,68.0,21.527868642856347,44.55268595041322,41.6,27.75785967572799,80.16386554621849,83.0,8.96880898655916,10.87396694214876,8.0,10.266823724372447,5.690082644628099,4.0,5.211143573971242,21.266169154228855,20.0,9.739711997910032,4.985537190082645,3.0,6.466521980911271,1.332603305785124,1.3,0.5905976798914842,27.77892561983471,25.0,20.334767739293127,27.53305785123967,26.0,18.177867245408482,0.24586776859504134,-2.0,16.907853188787428,-0.14566115702479338,-0.2,1.0944358602163888,-0.05085774058577405,0.03,0.9834740620922772,26.21818181818182,23.6,18.22224029372662,26.07995867768595,24.7,17.018840774876722,0.13615702479338837,-0.9,13.06997673460484,-0.07084710743801653,-0.08,0.7795195499087756,0.04805439330543933,0.0,1.50088585458915,0.05578512396694215,0.0,0.2383387826516988,16.989669421487605,14.0,13.743288996914142,16.34504132231405,12.0,15.783227975571759,2.8698347107438016,1.0,4.6396600551360345,0.19008264462809918,0.0,0.546424131982511,0.21694214876033058,0.0,0.4728607206313969,0.1012396694214876,0.0,0.3341427176846877,74.58884297520662,62.0,56.03609336684989,20.75619834710744,13.0,23.93609050205655,20.49586776859504,16.0,21.038679045570206,48.57928870292887,47.1,21.405936344648126
1,Arsenal,26.80952380952381,27.0,9.945657332385961,19.857142857142858,18.0,12.777531299998799,1781.5714285714287,1649.0,1076.1697764549524,19.785714285714285,18.3,11.950663887288385,4.095238095238095,2.0,4.628120691359166,2.9523809523809526,2.0,3.0624638458692433,7.0476190476190474,4.0,7.127920891524236,3.619047619047619,2.0,3.8849672484516455,0.47619047619047616,0.0,1.3316315670580536,0.47619047619047616,0.0,1.3316315670580536,2.9523809523809526,2.0,2.6987861552961436,0.09523809523809523,0.0,0.29354352395090366,3.7142857142857144,1.6,4.18447080505616,3.342857142857143,1.6,3.517652278298753,2.6619047619047618,1.4,2.995151032120988,6.004761904761905,3.1,5.989313991282123,38.95238095238095,17.0,41.63729577065459,99.61904761904762,72.0,91.82876206260278,98.85714285714286,37.0,127.35749672786882,0.18285714285714286,0.12,0.18429125130109256,0.16238095238095238,0.17,0.14783854648793188,0.34523809523809523,0.25,0.27399372685935103,0.15571428571428572,0.12,0.1722006423463333,0.31857142857142856,0.25,0.23483095671417029,0.1980952380952381,0.12,0.1772439547661183,0.13904761904761903,0.13,0.12208134532058305,0.33714285714285713,0.24,0.2614819097292321,0.1757142857142857,0.12,0.161143870310898,0.31523809523809526,0.24,0.2278600039627308,19.0,32.0,13.0,19.0,32.0,13.0,1710.0,2880.0,1170.0,14.5,24.0,9.5,0.79,0.83,0.03999999999999998,41.5,69.0,27.5,27.0,45.0,18.0,66.19999999999999,68.1,1.8999999999999986,14.0,23.0,9.0,2.5,4.0,1.5,2.5,5.0,2.5,9.0,16.0,7.0,41.65,50.0,8.350000000000001,1.5,3.0,1.5,1.0,2.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,33.3,33.3,0.0,30.714285714285715,17.0,29.14682512669238,9.904761904761905,5.0,9.89903680694316,28.78421052631579,31.6,10.006012043182352,1.631904761904762,1.34,1.193935545231735,0.5038095238095238,0.3,0.426273734884234,0.10368421052631578,0.1,0.08292104845579505,0.34,0.35,0.22365648262955004,16.25263157894737,15.6,4.3648558692129535,0.2857142857142857,0.0,0.9331389496316869,0.09947368421052633,0.11,0.042111841591363185,0.38095238095238093,0.2,1.5051084591892048,0.2761904761904762,0.0,1.5262480488360872,900.6666666666666,699.0,717.7488175395102,1064.6190476190477,785.0,800.3998093923334,82.6952380952381,83.7,6.109280698870888,14610.142857142857,9583.0,11903.327475105096,4839.476190476191,2564.0,4567.642161564298,457.95238095238096,306.0,343.71728085884445,501.6190476190476,342.0,369.4336046011743,91.06190476190476,90.9,4.398536140741133,368.4761904761905,229.0,342.2855420409244,413.76190476190476,267.0,366.4758687257275,87.3,85.9,6.648021546008293,55.80952380952381,37.0,48.79951116814013,102.47619047619048,60.0,100.17680515094017,55.60476190476191,54.3,12.843989744715552,2.742857142857143,0.9,3.148177315235478,0.2904761904761905,0.4,1.2539099845814718,24.38095238095238,9.0,28.23789448254342,72.76190476190476,43.0,69.26203162587213,26.0,14.0,29.626243192721645,3.238095238095238,2.0,3.8409418723953874,988.3809523809524,759.0,758.5445007626041,72.0952380952381,49.0,64.58578994669453,20.904761904761905,7.0,22.006286465256462,4.9523809523809526,3.0,8.115101680413296,3.0476190476190474,2.0,3.8849672484516455,31.666666666666668,12.0,44.4868448541742,26.095238095238095,6.0,49.977046885740464,12.619047619047619,0.0,27.2492484657855,10.333333333333334,0.0,22.7330959350822,0.047619047619047616,0.0,0.21295885499997996,0.0,0.0,0.0,4.142857142857143,3.0,3.919253017819477,15.047619047619047,11.0,13.289724603818977,56.333333333333336,28.0,58.0511542343174,2.7561904761904765,2.86,1.6273275673133138,44.0,25.0,45.177955011793294,3.9047619047619047,1.0,6.8376044392111615,2.761904761904762,1.0,3.8285240461412915,3.142857142857143,1.0,3.2113743428737838,1.5714285714285714,1.0,1.9897697538834458,0.9523809523809523,0.0,1.3964645998681122,7.238095238095238,5.0,6.81667955689615,0.40904761904761905,0.38,0.3390449438096703,4.9523809523809526,3.0,5.19593422074451,0.7619047619047619,0.0,1.1507662831994832,0.38095238095238093,0.0,0.6529194857524804,0.5238095238095238,0.0,0.7315376902732008,0.6190476190476191,0.0,0.9988655696858586,0.0,0.0,0.0,28.952380952380953,24.0,21.91428364479202,16.476190476190474,15.0,12.801112480000462,12.19047619047619,9.0,9.742489403291266,11.666666666666666,9.0,10.278657191033936,5.095238095238095,4.0,4.85900991193299,12.904761904761905,11.0,9.994783219759062,25.80952380952381,22.0,19.963345095256212,56.225,50.0,21.68137161251566,12.904761904761905,7.0,11.895996773243718,19.523809523809526,18.0,14.702183341644801,5.0476190476190474,1.0,8.459855849701722,14.476190476190476,15.0,10.88738478204432,13.857142857142858,12.0,11.792999191553129,42.80952380952381,36.0,32.488267549142584,24.476190476190474,9.0,28.248251606442153,0.8571428571428571,0.0,1.2453996981544782,1251.4285714285713,912.0,887.0987259938231,93.95238095238095,25.0,169.57467134273836,318.2857142857143,182.0,363.38044380342694,536.6666666666666,389.0,476.2759637550416,405.42857142857144,239.0,360.8298070557142,70.28571428571429,31.0,76.31959297656692,1250.952380952381,912.0,886.8143347956735,31.857142857142858,14.0,35.98847132106629,13.428571428571429,8.0,14.714979179220675,43.03157894736842,40.9,13.999814007470505,14.476190476190476,6.0,17.120355602723876,46.136842105263156,44.3,15.058559745428784,769.3333333333334,591.0,553.1112290905254,3833.904761904762,3077.0,2862.391006945765,1961.5238095238096,1532.0,1504.055616342745,27.142857142857142,21.0,23.57215006110816,15.571428571428571,6.0,22.510466197646245,24.952380952380953,13.0,20.668531844733916,17.80952380952381,9.0,18.028070830471037,892.6666666666666,650.0,651.2138360918481,61.61904761904762,58.0,22.89827648011171,52.090476190476195,48.2,31.475431155742875,80.95238095238095,80.0,7.0134305882913,12.523809523809524,7.0,12.195311541029463,6.9523809523809526,7.0,5.694409877667333,16.625,18.0,5.464373248598599,6.666666666666667,3.0,8.242360580350022,2.366190476190476,2.34,0.14380794701122315,47.42857142857143,39.0,28.6515543143099,15.19047619047619,11.0,9.444671199091946,32.23809523809524,29.0,19.74336479718539,1.7419047619047618,1.63,0.5567902832316075,0.07700000000000001,0.11,0.8871251320980599,39.70952380952381,37.3,23.968469461871592,14.538095238095238,12.2,8.755214837345372,25.17142857142857,23.7,15.450015961068743,1.2957142857142858,1.27,0.2692771881939364,0.021500000000000005,0.05,0.4368555253170091,0.047619047619047616,0.0,0.21295885499997996,18.38095238095238,15.0,13.379003416783473,18.666666666666668,13.0,16.556780608771263,4.095238095238095,1.0,5.163099492735162,0.42857142857142855,0.0,0.659828879073858,0.14285714285714285,0.0,0.46656947481584343,0.047619047619047616,0.0,0.21295885499997996,83.0,59.0,58.92610384443989,23.80952380952381,15.0,27.328023376709933,23.61904761904762,16.0,24.23196666836557,48.83,50.0,20.574379699033457
